tweet,label
saya beberapa hari yang lalu habis isya ketiduran kan iya bangun bangun kok tidak bisa gerak ketindihan kalau kata orang seram sekali deh,fear
pembangunan infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan tidak lain karena kerja nyata pak selama tahun memerintah kedepan tetapjokowi tetapjokowi tetapjokowi tetapjokowi tetapjokowi tetapjokowi,happy
hari terakhir ramadhan ada malam yang sangat mulia dari seribu bulan selamat datang lailatul qadar kami orang yang beriman sangat merindukan kedatangan mu,love
saya maklumin saja omongan mommy saya dia memang tidak bakal setujuin saya sampai suka suka cowok umurnya beda jauh ya makanya cari duda mapan berumur saja,sadness
sampai kampus mau daftar ujian aika ternyata tidak bawa persyaratan sertif d n tidak bisa daftar oke langsung ke bank buat bayaran sampai bank pak satuan pengamanan bilang maaf mbak sudah tutup asdfgjkl,anger
teringat lagi masa dan kisah ku dulu saat tubuh masih terselimut putih abu yang baru kusadari pada saat itu bahwa cinta pertama menghampiriku,love
dik semoga kamu paham mencinta tapi belum halal merindu namun belum sah ini tidak mudah karena kamu harus dimuliakan perhatikan sikapku apakah saya memilih kita berangkulan atau menuai nyaman dengan bergandengan saya hanya mensyukuri tiap pertemuan dengan cara mencuri pandang,love
efek pintu tol slipi arah semanggi ditutup macet parah di sini pak polisi bukan mengatur bahkan menjaga jalur busway,anger
kasih sayang merupakan suatu anugerah terbesar dalam kehidupan terlebih lagi jika anda telah memiliki orang yang mau memberikannya dengan ikhlas dan tulus pada diri anda,love
ngebahas travel sama sih eman membuka luka lama dari serangkaian luka yang bisa dibuat agen travel dan oknum nya what the worst belum happen tapi you,sadness
soal zonasi memang kontroversi tapi sampai bikin sktm padahal mampu dan bahkan punya mobil sudah keterlaluan terbayang jika sktm itu jadi sebentuk doa dan disegerakan selain tentu saja pembelajaran buruk buat anak sendiri tentang arti kejujuran,anger
kamu mau blok twiter saya apa lah saya sudah tidak perduli lagi hilang satu bagi saya tumbuh seribuh ingat ya saya kost sendiri kapan yang saya mau saya bisa jadi kamu jangan merasa bangga sudah blok saya oke byee,anger
juli terimakasih buat semua yang tidak bisa disbutkan satu persatu untuk yang terjadi di tanggal juli mua photo looping cr ent picasso cibiru jawa barat indonesia,happy
jadi ini hari ketiga saya kenak gondongan auk darimana asalnya sudah gerah ini rasanya tiap malam tidak bisa tidur karena nyerinya sampai ke kepala,sadness
setelah lebih dari purnama menunggu kerja keras insan tvri untuk lepas dari opini disclaimer terjawab sudah semangat menuju wtp tahun depan insya allah,happy
seluas itulah saya mengasihimu teruntuk kamu yang entah ada dimana saat ini sehat dan bahagia selalu dalam tuhan,love
lega sekali bisa ngelepas rindu yang sudah sangat mendalam ya walaupun cuma jemput kamu di stasiun dan mainnya cuma dirumahmu saja but for me itu si been very bahagia,happy
cerita horor ku malam ini huehehe jadi saya ingin bobo jadi saya mandi biar dingin selimutan langsung bobo sudah begitu sudah mandi ini saya semprot muka kan pakai air mawar,fear
ngomong ngomong sih clara masih ngeblock kita dong,anger
percuma balik jakarta bilang juga tidak ada yang mengajak main pas di jogja saja banyak yang ajak main pas saya disini mana banyak bicara kamu doang,anger
ripkate spade tahu baru saja ditemuin meninggal gantung diri di aptnya sama pembantunya padahal suaminya andy spade juga ada di dalam apt saat itu ya allah bahkan se sukses kata saja bisa begini mengingatkan kita buat lebih banyak bersyukur dan menikmati hidup fix nanti pakai katespade tapi honor her,sadness
saya tidak pernah mendapatkan edukasi mengenai efek buruk dan bahaya merokok ketika di sekolah baik di sd sampai atau sama sama sekali tidak pernah ada edukasi yang ada hanya sanksi kepada yang sudah terlanjur merokok tanpa berusaha melarang dan mencegah kami untuk merokok,sadness
sifat kamu itu buruk banget,anger
kalian boleh maju dalam pelajaran mungkin mencapai deretan gelar kesarjanaan apa saja tapi tanpa mencintai sastra kalian tinggal hanya hewan yang pandai,happy
macet parah di kemang disebelah mobil saya terparkir gerobak mie ayam yang luar biasa menggugah selera padahal baru melihat gerobaknya doang,happy
congratulations mengucapkan selamat untuk ibu dini mildawati yang meraih new silver leader semoga semakin lancar sukses bersama paytren,happy
yoong  kangen sekali sampai sakit ini akuny  akirnya update juga makin putih y  tidak pernah keluar kamar keknyaa selama summer y  sayang anet sama yoong ,love
paling menyampah orang suka pare kan saya dengan orang lain dia dia ah saya saya ah tidak suka boleh blah lah,anger
percaya saja kalau tuhan punya rencana baik toh setiap orang pernah berbuat kesalahan yang penting bagaimana cara agar tidak mengulang hal tersebut,love
situ tahu tidak di timur tengah sana pakaian tertutup dari atas sampai bawah tingkat sexual harassmentnya tinggi tahu enggak ini sudah bukan soal terbuka atau tertutup pakaian soal iman dan nafsu yang tidak bisa kalian jaga tidak bisa kalia,anger
pecinta kpop salty iya siapa sih yang suka every one insulting things orang people whom you passionate about kamu nya saja otaknya pada tidak ada eq nya jongkok belajar menghargai percuma belajar ppkn,anger
sampai kapan iya terus apa kompensasi buat pelanggan dengan kondisi ini layanan speed sama saja bahkan jaringan sering lambat padahal kewajiban tagihan dibayar tepat waktu,anger
angka akan segera digantikan dengan angka baru we e tahu semoga angka angka yang sudah berlalu dan yang akan berlalu menjadi cermin dan pelajaran yang baik untuk menyongsong masa depan yang lebih baik berharap kebahagiaan dan kedamaian menyertai angka baru ini,happy
jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya lalu untuk apa saya disampingmu apa saya hanya untuk tempat bersandarmu sementara,sadness
alhamdulillah point tiga lagi pelan pelan merangkak naik matursuwun tetap jaga trend positifmu ini perjalanan masih panjang yang berangkat away hati hati dijalan sarewa psim psimday,happy
makanya kalau niat kenal baik di balas dengan niat baik lah kalau di cuekin ya cuekin balik lagi memang saya rugi kehilangan kamu aduh kamu salah orang broo,anger
bikin surat kehilangan kan cuma sehari habis itu datang ke dukcapil meminta lagi dibuatin suket nya usaha dulu dong masak belum apa sudah bilang bulan ngurusnya tidak selama itu kok kalau benar benar niat he,anger
jangan diam lawan juga mereka yang memparalat hukum dengan tujuan kekuasaan jangan diam lawan juga mereka front linernya komunis berkedok pancasila,anger
lah itu bang haji yang saya heran kok semuanya di tumpahkan salahnya ke pak president penyakitnya apa segitu akutnya iya,anger
bertemu denganmu adalah takdir menjadi temanmu adalah pilihan namun jatuh cinta kepada mu adalah benar benar di luar dugaanku,love
dulu tiap hari main game melulu mengomong kasar mau jadi apa sekarang tiap hari main game melulu mengomong kasar mau jadi apa yutuber gaming recehkantwitter,happy
di bulan ramadhan yabg suci ini alangkah baiknya menyejukkan suasana dan bukan memancing orang lain untuk berbicara text buruk dan berdebat tentang politik yang duniawi semata mari saling koreksi diri,sadness
belum lagi negara tidak transparan soal informasi jadi bikin njlimet saja hidup orang misqin macam saya ini kan mau jurnal berbayar pun harus dihack dulu jurnalnya kan jadi berbuat jahat adek bang,anger
kenapa perhelatan asian games yang akan digelar agustus nanti kurang menggema karena para netizen sedang khusuk main tagar politik sukseskanasiangames,anger
pantas saja jalan pada ditutup ada syuting di prj,anger
seseorang berkata ada satu cara membuat wanita jatuh cinta yaitu membuat nya tertawa namun saya tidak pernah bisa nyatanya saat ia tertawa justru saya yang semakin mencintainya,love
empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masing masing jamak yang berharap ada juara baru di fifa world cup terutama belgia yang dianggap sebagai tim percontohan bonus demografi dan saya hanya ingin ucapkan selamat pada pep itu saja,happy
lagi merasakan bahagia yang sederhana bagi saya pribadi melihat orang di sekitar saya ikut merasakan bahagia sama yang lagi saya menjalani dengan seseorang tidak pernah sebahagia ini sih dan se good vibes ini ngejalaninnya terima kasih god,happy
alasan nama ria dan manusia bernama ria ini ada adalah tertawa walaupun dalam keadaan sedih sekalipun kata orang tua itu terima kasih god i cintad them,love
dear mengenai kejadian ini saya mohon kai untuk mengambil tindakan tegas saya selalu menggunakan jasa kak hampir tiap bulan gambir semarang semarang gambir memohin dengan sangat sebaiknya bapak ini menunggu dibawah dan ijin kan penumpang yang turun dulu,anger
sesayang apa sayang sekali sekali bang et sampai susah buat ngungkapinnya dan sayangnya tuh beda sekali tidak mirip fan ke idol tapi mirip ke saudara sendiri mirip ke adik sendiri mirip ke anak sendiri juga dan rela sekali buat,love
kamu mau mengatai saya banci apa lah terserah kamu yang pasti saya tidak merasa saya banci kamu lupa yang sudah ngewe sama saya giliran saya tidak ngeladenin kamu lagi kamu bilang banci eh m kasihan sangat hidup kamu,anger
jangan biarkan seseorang singgah di hatimu bila tidak bermaksud untuk tinggal di dalamnya kecewa karena cinta itu menyakitkan,sadness
siapa sih di dunia yang tidak punya hater rasul yang mulia saja punya budha saja punya nabi isa saja punya nah apalagi eloh sama gueh iya k n,anger
tidak ada kepastian yang kuinginkan dari dirimu asal tahun depan ku bisa pergi ke laut denganmu yang polos kachuusha daplangu beach ujung kulon island,love
keira knightl eeyy biasanya saya tidak suka cowok yang diam sok cool begitu tapi entah kenapa gerak geriknya mr darcy ini kok bikin geli geli begitu iya hahaha,love
biar saja mereka asal jangan kita naudzubillah berat pertanggung jawabannya yang jelas gelar tahta harta kedudukan jabatan tidak dibawa mati semua akan jadi panggilan akhir yang melekat yakni almarhum almarhumah,anger
seharusnya saya bersyukur dikasih rezeki bisa sekolah sampai tinggi dan di tempat yang ya bisa dikatakan fasilitasnya selalu ada dan lengkap,happy
dear wanita yang anggap speak upnya via vallen itu norak kampungan sebenarnya mungkin anda itu yang patut dikasihani karena mungkin anda dulu pernah dilecehkan namun karena anda tidak berani speak up nah nobody cares for you its your own fault and dont blame others for your lack of empathy,anger
ibu lampir dibully karena memberantas nyamuk yang tidak pernah tuntas dan selalu gagal menyelamatkan sang penguasa akan tetapi selalu tampil seolah olah apa gic uu padahal kita semua sudah tahu dari dulu bahwa   h sudahlah,anger
ada yang marah pada kelas editing katanya saya mau belajar fotografi bukan belajar sulap sesungguhnya saat memotret itu kita sudah merancang hasil dan editing adalah bagian rancangan yang tidak bisa diatasi saat memotret karena berbagai hal,anger
menggapai cita kadang bukan hal mudah cita ingin jadi dokter tapi tidak ada uang cita ingin jadi tentara tapi gagal tes kesehatan ingin jadi artis tapi orang tua ingin anaknya jadi insinyur mengiri tidak sih sama orang yang dikasih kesempatan terbuka lebar tapi tidak dimanfaatin,sadness
setiap mendengarkan lagu ini saya merasa diberkati oleh iya diberkati karena saya merasa seolah olah bighit mendengar dan menjawab doa saya buat ngerilis lagu fake cinta versi yang iniso thank you sok much bighit,happy
main disemak semak gapakek sendal sampai masuk hutan ada ular ada setan gapeduli yang penting menang ngomong ngomong masih ingat tidak nama mereka oldmoneygakngerasain,happy
selama mereka di dlem kamar saya suruh pacarku bawa tmennya yang bisa berurusan dengan hal ghaib juga tuh selama di dlem kamar yang saya dengar itu cinta teriak ketawa kunti dan mengerang keras begitu itu berlangsung hampir sejaman memetwit,fear
jiy e jiy  jeng domi habis menang lawan kei langsung di sambut hangat girl friend kimlad hal h sandiwara,happy
ngomong ngomong doa restu orang tua itu memang gilingan iya pas sudah mentok cari literatur tambahan temu saja dong di rumah padahal dari kemarin sudah panik harus pesan dari banyumas apakah ini berkah ramadan,love
puasa tahun ini berasa sekali kurang khusunya shalat tarawih sama mengaji bisa diitung jari berapa kalinya padahal belum tentu tahun depan bisa merasakan lagi,sadness
lah bukannya lu imam cabul dibelain sama juta orang tolol lho terbayang kan betapa begonya manusai model kamu takut tidak masuk surga,anger
o good morning kassy tidak mau tahu pokoknya ini enak parah saya cinta kassy semua lagu kassy enak enak teman teman ayo mendengarkan,love
apakah bisa di anggap saudara jika mereka akan membubarkan acara ustadz yang akan memberikan tausiah ilmu kepada kami mikir sedikit kenapa,anger
hari berganti sore rasa letih semakin meningkat tetap semangat iya,happy
dunia maya tadi lihat di ig ngeri euy videonya mana yang ngedamprat ceweknya badannya gede gempal yang diseruduk tidak bisa melawan,fear
hari ini kuliah pas pulang mengeluarkan motor dari parkiran bengong alhasil lupa bayar parkir selonongan aj  keingetnya pas sudah di luar maaf iya bagi,sadness
sebelumnya saya bayar pakai tokopedia dan di laporannya tercantum kode iuran sekian sekian apakah yang dimaksud kode iuran adalah nomer itu,fear
selamat pagi tweeter semoga hari selalu bahagia jauh dari rasa benci amarah dendam iri dan dengki sambut hari dengan perdamaian kasih sayang dan cinta,happy
sekarang baru ku mengerti teka teki mu kalimat indah tidak pernah ku sadari tulismu ku tidak menyangka jatuh cinta semudah ini kepada sahabat baru ku,love
selamat pagi min kan saya sudah test terus ada tulisan selesai tapi ada lingkaran loading terus di kiri atas itu bagaimana iya min apa sudah tersimpan hasil test saya terima kasih sebelumnya,fear
menyesal baru menonton film ro the wedding planner matthew mcconaughey jaman muda membuatku bahagia hanya dengan melihatnya tertawa halah baperlevelcupu ngayalbabu,happy
sebuah misteri kenapa kalau ada perempuan korban pelecehan seksual yang speak up yang paling ganas jari mulutnya justru banyak perempuan juga,anger
tidak terbukti memberi contoh perbuatan baik pada kami yang nakal ayo bang di more talk kurang while leading,anger
akhir akhir ini banyak ketemu orang orang baik padahal umur mereka masih muda tapi masyaallah ibadahnya luar biasa saya waktu ukur segitu mengapai saja sibuk sama oppa korea,happy
katanya sebelum lambat bulan bisa perpanjang sim dimana saja saya ke mobil sim tidak bisa mana harus keluar kota lagi kemarin sebelum lebaran selalu tidak kebagian kuota,anger
oppa ni  saya ada flower bucket buat kamu memaafi saya sudah bikin kamu marah karena tidak ngabarin tadi aku sayang kam ,love
wajah yang terkasih dipuja lagi pipi yang sedikit tirus diusap lagi mata yang terpejam itu dikecup lagi ia membenarkan orang bahwa cinta itu buta,love
anjing yang di askmf mau marah tapi mau scroll lagi saja takut sialan i sama trying tapi sleep right here dkskdf mulai terbayang kan sekarang babihutan,anger
pencitraan terbesar kampus itu ketika mau akreditasi semua ruangan dirapikan yang dulunya tidak ada menjadi ada yang dulunya ada bahkan dihilangkan,sadness
cewek bawel karena dia perduli cewek cemburu karena dia sayang cewek khawatir karena dia takut kehilangan bersyukur punya cewek mirip begitu,love
apa iya saya biasanya pakai shopee sih kalau apa apa trauma euy ditipu ratusan ribu coba saja ktp real dia atau tidak rekening atmnya kalau kamu ditipu tinggal laporan ke polisi iya tidak sih,fear
tidak perlu banyak berandai andai hidup didunia real tidak seperti di film radit and jani gunakan pola pikir yang logis saja sekarang sih,anger
cinta pandangan hati adalah anugerah cinta yang tumbuh dari hati meninggalkan rasa sayang yang sangat mendalam bila seseorang dapat merasakan cinta yang tumbuh dari hati itulah yang disebut cinta sejati,love
dengan santainya pakai kaos celana oblong sendal jepit ribut dikuncir gantung muka kucel modal laptop sama hp jalan sendirian sudahh lengkap syekal ,happy
suka kesal sama fan yang sok sokan mengatur sok sokan yang paling tahu segala galanya hai kamu ibu negara bukan cenayang bukan sudah lebih baik diam biarkan dunia ini bersih dari segala macam bacotmu,anger
dia hargai saya sebagai bakal masa depan dia saya sayang dia dunia akhirat,love
terus tadi ada orang dari dinas ambil sampel air katanya keluar hasilnya minggu depan saya jadi agak takut kalau mengetahui fakta ada binatang apa yang hidup di air tersebut,fear
iya nad ada drama drama cryingnya juga apalagi kalau laper biasa makanan ada tersedia tinggal ambil kalau dikos harus cari makan sendiri pas tidak ada teman nah ini bisa bisa menangis jadi kangen ibuk hahaha tertawa,sadness
berharap dengan pindah rumah dapat mengurangi trauma aim namun nya as aim bahkan dikeluarkan dari sekolah karena bagi sekolah aim dapat menjadi aib dan khawatir aim mjd pelaku pencabulan juga,fear
kemarin sudah benar giveup sama dasnut materi soal quiz hanya belajar quiz dan lainnya hanya sekedar baca dan tidak masuk otak sudah benar hanya modal doa pasrah sampai benar benar pusing karena flu juga pas dapat soal dan tahu soalnya mau menangis,sadness
akumencintamu karena saya dari awal yakin saya dapat menjadi apa yang kamu butuhkan dan apa yang kamu selama ini cari,love
banyak hal yang membuat ku khawatir didunia ini tapi kamulah yang paling saya khawatirkan,fear
ngumumin tunangan di hari ke tujuh bulan ke tujuh karena menurutnya itu angka keberuntungan b h saya patah hati nya dob l ku yang ingin sangat tuh tanggal segitu wkwkw kalau nikahnya sama agak tidak apa apa sih tapi kenapa sama die sih hihi,sadness
pas masuk sudah bilang iya soalnya saya bingung ke sana di mana macet aduh kenapa juga ambil orderan saya pak ini belum jam kantor pulang kamu macet juga lampu merah doang jalan belum tahu cikampek sama jorr ini,anger
sedih lihat kondisi rahtawu sekarang kayak begini lebih suka kondisi rahtawu yang dulu sepi dan alami sekitarkudus infosekitarkudus kudus riprahtawu,sadness
akhirnya di tangkepin polisi tidak ada yang menolong kan kasihan iya memang sih jamaah nya juga yang bloon mau saja ditipu pakai ayat al qur an jual beli ayat untuk syahwat kekuasaan,anger
me lagi naik motor dijalam bocah bang standar me langsng lihat bawah bocah bukan standar yang itu tapi mukalo yang standar terus mereka tertawa dan pergi me ye anak setan oldmoneygakngerasain,anger
harusnya manusia kayak begini bikin negara sendiri saja kali iya terus dia kloning dirinya sendiri jadi banyak biar dia merasakan enak atau tidak ngadepin dirinya sendiri yang selalu tidak mau terima masukan dan alasan orang lain,anger
haji adalah puncak dan penyempurna keislaman kita rab pantaskan diriku menyambut panggilanmu has asrama haji pondok gede,love
soal jalan jatibaru polisi tidak bisa gertak gubernur emangny polisi tidak ikut pmbhasan jangan berpolitik pengaturan wilayah hak gubernur persoalan tn abang soal turun temurun pelik perlu kesabaran,anger
mungkin wajar kalau ada orang islam agak kesal dengar cewek berbusana minim agak menyebalkan bicara pakai bahas arab karena bahas tersebut bahas yang cukup sakral buat orang islam tapi tidak bisa dipungkiri kalau orang arab tidak semuanya taat jadi wajar dia punya tabiat begitu dengan bahas arabnya bahasaarab,anger
kata ku jangan banyak kasieun ku jangan penakut harus setrong apakah ku harus mendeklarasikan hastag sizzyharuskuat lag  ,sadness
paket saya dengan no resi jb tertahan di kurir moh toha bandung mohon untuk segera dilanjutkan pengirimannya soalnya sudah terlalu lama,anger
saya ini mantap ini saya ini saya ini tok dari kemarin juga belum menonton deadpool han solo gede rasa tidak ada teman kasihan dasar miskin tidak punya teman,sadness
terima kasih deh get well soon kaocha ngantuk capai pegel mual pusing muak pft,sadness
ijin min barusan kirim gosend pakai gopay dapat driver lah dan pas dekat posisi saya dia klik ambil dan kirim gopay saya kepotong tapi barang belum diambil,sadness
di kostan saya sering muncul saya sama teman saya selalu matiin tapi muncul lagi dan akhirnya yang terakhir kita bakar sampai sekarang tidak pernah muncul lagi takut sekali sama ini sumpah,fear
hyunmin d ng mereka itu racun sekali ke gu  kapal yang paling tulus kapal yang paling romantis bagi saya moment kecil yang mereka buat saja sudah bikin gonjang ganjing bodo amat disindir sindir kapal lain wqwqwq saya sayang kapal ini t,love
mesti menonton ini tengah malam nanti dalam selimut habis menonton eng ing eng bunyi detak jarum jam dinding pun jadi takut terpaksa jam di pergi batre nya biar tidak takut wkwkwkwkwk always,fear
benar benar tertawa tidak habis habis saya ingat saja lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon harus di putar putar,happy
yang katanya ingin menemani saya berjuang mengerjakan skripsi sidang dan ingin datang ke wisudaku bagaimana kabarnya he belum apa saja sudah menghilang duluan he,sadness
benar final keputusan nya juni ini dan saya perlu extra hati gunain aplikasi prjalanan hotel maklum dana trbatas sesak kalau ada masalah,sadness
kenapa lebaran identik dengan baju baru masak rendang opor belanja gila an kalau buat yang kurang mampu ngenes tidak iya lihat sebelahnya belanja satu trolley,sadness
lah situ sih enak di sana di datengin politisi sambil sembunyi masih bisa ketawa ketiwi disini umatmu bergesek gesekkan adu gas dengan lawanmu sambil membuat atau men share berita isu bohong yang berkualitas setiap hari,anger
ustad saya ingin bertanya apakah mereka ini ustad yang mengajari saya jadi curiga karena saya ulang video ini tapi tetap terbahak bahak,happy
teringat dulu smnggu sebelum kompre tiap malam menangis terus seminggu sebelum ukmmpd menangis cemas takut tidak tahu apa minder sama kawan sekarang doa sudah terjawab terimakasih yesusku,happy
waketum gerindrong dongo instagram menghapus secara sepihak karena kalian telah melanggar hukum foto didepan kabah itu melanggar hukum,anger
dari awal merasa friendzoned tapi setelah mikir saling sayang tidak perlu menembak apalagi sudah umur segini intinya sudah pacaran deh iya temanbukanpacarbukan tahu apa tertawa,love
tadi tiba berdoa iya allah kalau memang dia bukan buat aku enggak baik buat saya tolong tunjukanlah malam ini juga tidak sampai jam sudah dijawab sama allah mashaallah alhamdulillah,happy
kuingin marah melampiaskan hatiku hanyalah sendiri disini ingin ku tunjukkan pada siapa yang ada bahwa hatiku kecewa moshing sambil kesurupan maung,anger
nah saya ketemu orang yang negatif dia bawaannya pesimis melulu kita punya ide bagus belum saja dijalanin dia sudah matahin ddpn tapi di socmed dia seakan dia sudah mengerjakan prestasi segala nya,sadness
sehari ini coba transfer dari atm bbri ke a sih bri dan bbmr lah kok gagal semua atm bri kok telo dan memalukan iya katanya punya satelit tapi memalukan sekali bagaimana ini penjelasan nya,anger
kalau saya yang lebih ngeri itu dompet hilang kalau yang lain mah paling ngerinya cuma sesaat nah kalau dompet hilang bisa galau berkepanjangan karena didlm dompet bukan cuma ada duit tapi ktp sim atm kalau hilang kan gawat bang semen,fear
pada saat itu saya mungkin berpikir bahwa kami semua sudah ikhlas namun sekarang saya sadar bahwa pada saat itu kami sama sekali belum ikhlas,sadness
saya sempat menonton beritanya waktu di thailand cuma karena tidak mengerti bahasanya jadi saya diam saja nde baru sampai bali baru engah yang saya tonton berita tentang itu,sadness
saya tidak meminta kamu hadir dalam hdpku tapi tuhan mempertemukan saya dan kamu saya tidak berharap lebih darimu kamu memberi harapan dalam hdpku hingga saya bisa menerimamu tapi saat ini kamu meninggalkan saya seorang diri tanpamu,sadness
hahahaha belio kamera sing topcer terus saya nek ke lombok memfoto ya terus edit yang maximal tidak langsing tidak apa apa asal bisa jadi kayak chelsi islan lah sedikit dari samping juga tidak apa apa siap dipiusi,happy
habis sahur sembahyang subuh balek tidur lagi bangun jam dan sampai ruangan jam kurang menit sptinya saya harus mengapresiasi diri sendiri karena dapat mandi seragaman pakai bedak sama gincu dan berjalan dalam waktu menit,happy
inti dari thread ini sebenarnya adalah mau mengucapkan selamat tanggal yang ke buat kamu yang sudah mau berbagi rasa sayang dan selalu sabar ngadepin saya dan saya baru menyadar ternyata kamu juga termasuk kado natal yang saya meminta dari tuhan dulu,love
saya harap kamu tidak berubah saudara laki laki kamu tetap seperti yang saya kenal bodoamat kamu mau malas atau bagaimana intinya saya tahu siapa kamu saya belajar banyak sekali sama kamu saudara laki laki banyak sekali intinya semoga kita menjadi sahabat dunia akbirat nice tapi sih you itu gagal,love
saya tidak sedang bermasalah dengan teman sahabat saudara atau siapapun saya hanya sedang jenuh mungkin saya juga menyadari kalau mereka masing masing punya problemnya sendiri dan kejenuhan saya memuncak ketika mereka hanya meminta tolong tanpa menanya kabar saya,sadness
ya tidak apa konteks saya bukan benar dan tidak benar tapi inilah sebuah proses penyempurnaan terus mnerus hg sampai ke tuj bangsa yang diinginkn makmur sejahtera online karena itu shrsnya kita semua sepakat dan konsentrasi,happy
cinta yang sebenarnya cinta adalah ketika sayyidina ali karromallahu wajhah tidur menggantikan rasulullah,love
saya apa kalau begitu menaksir sama yang sekelas eh bahkan dia menaksir teman sebangku atau teman dekat saya selalu seperti itu dari sd sampai coolyeah tetap begicu,sadness
kptusan pmrintah mmbyr tidak jelas dan thr disambut gmbira para pns dan pensiun pengamat jangan provokasi presiden telah bantu rakyat jangan disalahkan cari celah upaya hukum wong bantu rakyat kok impeachment bantu cari solusi jangan ancam,anger
tapi jangan berpikiran sesuka kalian tanpa alasan dan fakta yang tidak tidak dong,anger
iya allah semoga kue bikinan bunda kali ini dengan resep dari google berhasil kasianin saya iya allah kan soleh mau ultah masa gagal maning gagal maning,sadness
sudah ah sudah panjang pokoknya tuh saya sayang kamu i cinta you saranghae,love
masa depannya tidak jelas lah iya bagaimana mau jelas coba lulusan seni bisanya cuma menari mau kerja apa menari menari doang berapa sih penghasilannya penari kerja juga tidak tetap dontdateadancer,anger
saat itu kami selalu optimis akan bisa bersaing dengan tim manapun melihat persiapan dan panjangnya perjalanan yang sudah kami lalui terlebih melihat hasil pertandingan hari pertama dan kedua yang baru saja kami jalani,happy
yang jelas tidak kreatif hanya melanjutkan saja suka melempar kesalahan kepada pejabat sebelumnya atau kepada bawahan pintar bicara terutama berkilah kalau sudah begini cuci tangan selesai,anger
iy  k ann selama pesantren semua kegiatannya itu berkesan sampai sekarang esq sampai malam sekali tapi entar pas muhasabah melek lagi terus jadi sedih kangen orang tua,sadness
samin rasis sudah tua pikun sudah tidak punya rasa sehingga lupa statemenya melampui tuhan nggugu karsane priyonggo gonjak ganyuk ngelingsemi,anger
baru tahu dan baru baca berita tentang penyalamatan anak anak di goa di thailand mendadak berkaca kaca karena tahu medannya sesulit itu semoga semua anak pelatih beserta orang orang yang membantu penyelamatan ini selalu dilindungi yme,sadness
saya juga merancang skenario surprise buat istrinya dan dijamin istrinya pasti bahagia banget saya saja bahagia sekali kayaknya saya cocok jadi tim kreatif acara reality show yang ada unsur romantis nya misal program lamaran atau katakan cinta kalau katakan putus tidak deh,happy
ngomong ngomong iya benar ngeri sih olx sekarang ladang penipu barusan pajang barang dan langsung ada orang tanya yang meminta cod tapi maksa banget yang meminta mandiri e cash,fear
melawan sibuk selasamu jangan patah semangat ya,happy
tidak tahu anjyr muak saya belajar bisnis internasional pemasaran internasional perekonomian internasional dear bapak dosen kemarin bapak bilang mau bahas pariwisata di ekopembangunan biar santai sampai uas bapak tidak bahas bahas enek saya dengar pdb begini ratio dan kawan kawannya,anger
berburu menu sahur sampai tersesat untung saja dibantu mbah gugel kulinertradisional kulinerbanyuwangi bakulkuliner warunglya,happy
baca ini saya jadi takut padahal pakaianku sehari hari juga sudah syari kerudung menutup dada dan selalu pakai rok,fear
di minahasa tugu ajaran agama di bukit kasih kanonang menjadi simbol indahnya perbedaan keyakinan namun tetap rukun amp,happy
idm bagaimana sih cara halusnya untuk bilang ke teman bahwa dia itu toxic saya takut dia sakit hati kalau saya kasarin teenchoice choicefandom btsarmy,fear
eh gimanasi rasanya dapat thr enak enggak semriwing begitu enggak sik ceritain sedikit dong bagaimana rasanya selama hidup tahun belum pernah dapat thr,sadness
dari cerita yang saya baca itu jujur saya kesal sekali bacanya kenapa sih sudah mau dipoligami tapi masih disiksa batinnya kalau memang sudah tidak bisa adil dilepasin saja dan buat mbak istri pertama lebih baik pisah saja mbak hidup free as a biru kadang gengsi mengalahkan hati,anger
iya kii tahu saja lu emak saya idam di mengawini sama pmarahan charles tapi sudah keduluan di mengawini sama bapak saya,sadness
ke driver gojek itu seorang stres di tahan pas mau lempar batu ke kepala saya dan akhirnya orang sekitar pada ramai lihat ujung nya dibawa lah ke rt buat laporan dan nyamperin keluarga beliau di salemba juga,fear
sumpah tadu saya ketiduran jam dan barusan saya bangun gara gara mimpi dikejar setan saya mimpi di kejar miss ke saya tidak mengerti awal nya bagaimana yang saya ingat awalnya,fear
pelayanan cs di bri surabaya pahlawan kenapa lama sekali ini sudah jam urutannya cuma jalan nomor yang nomor kosong berarti cuma melayani orang dalam jam,anger
mama tuh kuat tidak manja dan tidak cengeng karena dulunya kurang diurus sama orang tuanya akhirnya sama anak anaknya sekarang perhatian banget sayang sekali sama mama,love
dan pas di jalan tiap waktu saya menjenguk ke belakang masih ada mobil mereka pas sudah sampai surabaya tbtb mobil mereka sudah tidak kelihatan saya takut sangat mereka kenapa,fear
saya lihat mbak spj yang bajunya ngetat dan diatas lutut saja kayak bersyukur yang pakeannya terbuka begitu saja masih ngejalanin kewajiban masa saya lewat sih semacam ter courage begitu,fear
ini pada bege apa tidak paham sih dikasih peluang kok bahkan di bagi iya persentasenya buat kamu berkurang lah intinya begini saja sih kamu dapat informasi karena kamu rajin dan ini hak kamu yang tidak rajin biarkan saja dia tidak ada usaha mau cari tahu,anger
